Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=113,"1. On a UI attached to left hand, touch a button to agree to terms",2D,accuracy,1-2,1-2,yes,small,On-body,moving,random,Hand,both,none,Touch,no,yes,no,43.707886,-7.830249,Tomato
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=138,2. Touch a screen-based UI to select an item,2D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Hover,yes,yes,yes,-10.98891,1.3581281,DarkTurquoise
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=958,3. Press a button in front to continue,3D,accuracy,1-2,1-2,no,medium,Peripersonal,static,random,Environment,both,none,Press Virtual Button,no,yes,yes,4.756224,-36.646496,LimeGreen
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=162,4. Direct grab of objects in the environment,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-8.870124,-17.002066,Green
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=200,5. Touch buttons to flip between cameras,3D,accuracy,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,both,heavy,Press Virtual Button,no,yes,yes,5.341128,-38.108723,LimeGreen
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=508,6. Eat by touching head collider with food,3D,speed,1-2,1-2,yes,large,On-body,static,random,Head,both,none,Touch,no,yes,no,42.21797,-5.2085543,Tomato
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=9137,8. Insert foxy's fuses into slots on body,3D,accuracy,3-9,3-9,yes,small,Peripersonal,moving,random,Environment,center,minimal,Touch,yes,yes,yes,47.61638,-1.0417151,Tomato
Five Nights at Freddy's: Help Wanted,https://youtu.be/TGLPWGedIrQ?t=12053,9. Pull a lever into certain position to select entry,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,periphery,none,Manipulate-to-select,no,yes,yes,-14.559986,17.179186,MediumPurple
"Please, Don't Touch Anything",https://youtu.be/IO2Z0qvxjs4?t=155,1. Press a button ,3D,accuracy,20+,20+,no,tiny,Peripersonal,static,grid,Environment,both,none,Press Virtual Button,no,yes,yes,4.1927915,-37.98183,LimeGreen
"Please, Don't Touch Anything",https://youtu.be/IO2Z0qvxjs4?t=63,3. Directly grasp an item within reach,3D,accuracy,1-2,1-2,yes,small,Peripersonal,both,random,Environment,center,none,Grasp,yes,yes,yes,-21.636017,-13.657589,Green
"Please, Don't Touch Anything",https://youtu.be/IO2Z0qvxjs4?t=978,4. Hit aliens with hammer,3D,equal,3-9,3-9,no,small,Peripersonal,both,random,Environment,both,none,Cross,no,yes,yes,-39.836105,-8.959322,Chocolate
"Please, Don't Touch Anything",https://youtu.be/IO2Z0qvxjs4?t=1234,5. Unscrew screws with a screwdriver,3D,accuracy,3-9,3-9,no,tiny,Peripersonal,static,grid,Environment,both,none,Manipulate-to-select,yes,yes,yes,-12.677146,18.398453,MediumPurple
"Please, Don't Touch Anything",https://youtu.be/IO2Z0qvxjs4?t=1642,6. Push rotating disks to set them in a different state,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,heavy,Manipulate-to-select,no,no,yes,-12.155848,17.919844,MediumPurple
Battle Talent,https://youtu.be/h97RE_CivJs?t=96 ,1. Selecting from a UI at a distance,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,7.4295754,16.21603,Red
Battle Talent,https://youtu.be/h97RE_CivJs?t=260 ,2. Attacking enemies using a cross selection/attack,3D,equal,1-2,3-9,yes,large,Peripersonal,both,random,Environment,both,minimal,Cross,no,yes,yes,-38.92973,-9.876061,Chocolate
Battle Talent,https://youtu.be/h97RE_CivJs?t=414 ,3. Select items from the VE at a closeby distance without direct touch with the item ,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-6.2188845,37.437046,Red
Battle Talent,https://youtu.be/h97RE_CivJs?t=438 ,4. Direct grasp of items from the VE,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,list,Environment,center,none,Grasp,yes,yes,yes,-7.786208,-14.993432,Green
Battle Talent,https://youtu.be/h97RE_CivJs?t=816 ,5. Aim at monsters/enemies and shoot them to eliminate them,3D,equal,1-2,3-9,no,large,Extrapersonal,both,random,Environment,center,minimal,Shoot,no,yes,yes,12.990383,-8.86561,Gold
Battle Talent,https://youtu.be/h97RE_CivJs?t=1672 ,"6. Throw object away, for example used elixir bottles, weapons, monster avatar parts, etc.",3D,accuracy,1-2,3-9,yes,medium,Extrapersonal,static,random,Environment,center,minimal,Throw,no,yes,yes,35.596306,15.381175,DeepSkyBlue
Battle Talent,https://youtu.be/h97RE_CivJs?t=2997,"7. Hover over with a hand to, for example, channel force, mark a checkpoint, etc.",3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Hover,no,yes,no,-13.25389,0.81854624,DarkTurquoise
Battle Talent,https://youtu.be/h97RE_CivJs?t=2487 ,8. Select the head area of the body with food to ingest it,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Hover,no,yes,no,-12.838909,4.4658246,DarkTurquoise
Battle Talent,https://youtu.be/h97RE_CivJs?t=2552 ,9. Select an area on the monster/enemy body to land a punch/push,3D,equal,1-2,3-9,yes,medium,Peripersonal,both,random,Environment,center,none,Cross,yes,yes,yes,-37.683495,-10.866027,Chocolate
No More Rainbows,https://youtu.be/vg42cm_xmiY?t=27,2. Select items in menu using pointer,2D,accuracy,3-9,10-19,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,7.5156116,14.393527,Red
No More Rainbows,https://youtu.be/vg42cm_xmiY?t=38,3. Grab nearby enemies,3D,equal,3-9,3-9,no,small,Peripersonal,both,random,Environment,both,minimal,Grasp,no,yes,yes,-10.001611,-17.091812,Green
No More Rainbows,https://youtu.be/vg42cm_xmiY?t=40,4. Throw enemies,3D,equal,1-2,1-2,yes,large,Extrapersonal,both,random,Environment,both,heavy,Throw,no,no,yes,34.035965,15.654055,DeepSkyBlue
No More Rainbows,https://youtu.be/vg42cm_xmiY?t=16,5. Climb the walls by grasping with both hands,3D,speed,1-2,1-2,yes,large,Peripersonal,static,random,Environment,both,none,Grasp,no,no,yes,-22.60366,-11.9878435,Green
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=40 ,2. Select from a UI at a distance ,2D,accuracy,3-9,3-9,yes,medium,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,no,11.750331,12.169577,Red
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=267 ,3. Point to a target with hand and target it to shoot it ,3D,equal,3-9,3-9,no,medium,Extrapersonal,both,random,Environment,both,minimal,Shoot,yes,yes,yes,15.195019,-6.7644906,Gold
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=686 ,4. Direct grasp of objects in the VE,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,yes,-8.477205,-15.545835,Green
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=696 ,"5. Wear items on the headsuch as clothing, glasses",3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Release-to-select,no,yes,no,15.255986,-27.450932,Blue
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?si=bDuZ961oae5Xar7f&t=855,"6. Throw an object away in the VE, for example a food cover away, etc. ",3D,accuracy,1-2,3-9,no,large,Extrapersonal,both,random,Environment,both,none,Throw,no,yes,yes,36.49049,14.797313,DeepSkyBlue
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=1148 ,7. Select a button in another hand to push ,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Press Virtual Button,yes,yes,no,8.0064335,-36.652878,LimeGreen
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=1463 ,9. Hover over a selected area with hands to spray water for example,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,both,minimal,Hover,no,yes,yes,-14.374043,2.666933,DarkTurquoise
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=2207 ,"10. Select from a close by UI, for example a UI to edit and modify the equipment of the iron robot",2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.7300625,19.312378,Red
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=2279 ,"11. Select an area of the iron robot to select main components to scan, evaluate, upgrade and such, etc.",2D,accuracy,1-2,3-9,yes,medium,Extrapersonal,static,random,Environment,both,none,Point,yes,yes,no,9.086298,8.872903,Red
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=5271 ,13. Point to an area on a globe to select it and more information about the chapter of the game there is displayed,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,static,random,Environment,center,none,Point,yes,yes,yes,-7.080432,37.328136,Red
Marvel's Iron Man VR,https://youtu.be/AFj-vTEywiU?t=10276 ,16. Grasp an area/object to hold on to to climb,3D,accuracy,1-2,3-9,yes,large,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-21.105011,-18.206274,Green
Broken Edge,https://youtu.be/wQk2YD_TIss?t=138,1. Pick up sword using direct grabbing,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-19.985844,-12.566071,Green
Broken Edge,https://youtu.be/wQk2YD_TIss?t=156,2. Slice enemies with sword,3D,equal,1-2,1-2,yes,large,Peripersonal,both,random,Environment,both,minimal,Cross,no,no,yes,-37.854954,-9.298689,Chocolate
Broken Edge,https://youtu.be/R_q4cH4zXXQ?t=369,3. Gaze in the direction of selectable elements to bring them closer,3D,accuracy,3-9,3-9,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,no,no,-9.935639,34.305485,Red
Broken Edge,https://youtu.be/R_q4cH4zXXQ?t=378,4. Slice a candle to select a fighter class,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,none,Cross,no,yes,no,-37.408684,-8.925757,Chocolate
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=24 ,1. Select from an on hand UI ,2D,accuracy,3-9,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,no,yes,no,8.586314,35.196453,Red
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=113 ,"2. Grasp objects directly from the VE for example a door handle to open the door, a flashlight, a remote controller, etc.",3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-20.03823,-18.653269,Green
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?si=hMgF1RGz5g4g8cdA&t=148,3. Attach flashlight to the head,3D,accuracy,1-2,3-9,no,large,On-body,both,random,Head,both,none,Release-to-select,no,yes,yes,15.059505,-27.31545,Blue
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=233 ,"4. Push objects in the VE, for example a drawer",3D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,list,Environment,center,none,Push,no,yes,yes,7.524699,-32.42907,Olive
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=252 ,5. Touch an area from the body to pull a backpack inventory,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,center,none,Grasp,no,yes,no,-30.374687,7.2778087,Green
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=256 ,6. Select from a backpack inventory UI system using a ray,2D,accuracy,3-9,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.361435,35.20785,Red
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=279 ,7. Select from a backpack UI inventory using direct grasp,2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,center,none,Grasp,yes,yes,no,-19.655228,-4.878952,Green
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=280 ,8. Put an item back to the backpack by selecting the backpack area to drop it,2D,accuracy,1-2,1-2,yes,small,On-body,static,circular,Hand,center,none,Release-to-select,yes,yes,no,14.519977,-29.455078,Blue
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=546 ,9. Throw object towards a specific direction or target,3D,accuracy,1-2,3-9,no,large,Extrapersonal,static,random,Environment,both,minimal,Throw,no,yes,yes,35.8629,14.939078,DeepSkyBlue
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=710 ,10. Select one of the inventory areas around the hip to grab carried items and objects,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,none,Grasp,no,yes,no,-30.504974,7.6336637,Green
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=712 ,11. Select a free/empty area around the hip to place items or objects to be carried by the user onto it.,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,none,Release-to-select,yes,yes,no,17.957722,-26.968964,Blue
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=1197 ,12. Select from a UI at a distance from the user,2D,accuracy,10-19,10-19,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,6.0370483,14.301673,Red
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=1807 ,13. Touch an area of the body when having an object in hand to add it to the inventory.,3D,speed,1-2,1-2,yes,large,On-body,static,random,Torso,center,none,Release-to-select,no,yes,no,17.897623,-26.653175,Blue
Thief Simulator VR: Greenview Street,https://youtu.be/azcF-V4ZIiA?t=2179 ,14. Rotate a grabbed mechanism to select the correct password combination,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Manipulate-to-select,no,yes,no,-14.257077,16.797832,MediumPurple
Real VR Fishing,https://youtu.be/KA4Qmuow9zk?t=8,1. Select  from in game settings UI,2D,accuracy,10-19,20+,yes,small,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,7.420363,11.600338,Red
Real VR Fishing,https://youtu.be/KA4Qmuow9zk?t=69,2. Catch the filishing line to select fish,3D,speed,1-2,1-2,yes,medium,Peripersonal,moving,random,Environment,both,none,Catch,no,yes,no,-34.248844,-11.471213,DarkOrange
Prison Boss VR,https://youtu.be/C_vLBfYl_b0?t=66 ,1. Grasp objects in VE,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,center,none,Grasp,yes,yes,yes,-8.470113,-15.068144,Green
Prison Boss VR,https://youtu.be/C_vLBfYl_b0?t=80 ,2. Push doors and drawers in VE to close them,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Push,yes,yes,yes,8.066422,-33.102734,Olive
Prison Boss VR,https://youtu.be/C_vLBfYl_b0?t=357 ,3. Selection of day time by touch on a clock,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Touch,yes,yes,yes,46.06216,-2.1153905,Tomato
Prison Boss VR,https://youtu.be/C_vLBfYl_b0?t=126 ,4. Touch a selected paper with two hands at the same time to split it ,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Grasp,yes,yes,no,-22.097422,-4.9634857,Green
Prison Boss VR,https://youtu.be/C_vLBfYl_b0?t=240,6. Selection from a closeby UI by pointing,2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.7619202,19.258163,Red
Deisim,https://youtu.be/buqWChGiQfw?si=fAf3zPAOiKvLBa65&t=1499,1. Grab an item from a menu,3D,accuracy,3-9,20+,yes,small,Peripersonal,static,grid,Environment,both,none,Grasp,yes,yes,yes,-11.641404,-12.394587,Green
Deisim,https://youtu.be/buqWChGiQfw?t=181,2. Throw an object into an specific empy slot ,3D,accuracy,3-9,3-9,no,large,Extrapersonal,static,grid,Environment,both,minimal,Throw,no,no,yes,36.12873,16.93603,DeepSkyBlue
Deisim,https://youtu.be/buqWChGiQfw?t=317,3. Selecting items in a book UI by pointing,2D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,8.607948,14.797695,Red
Deisim,https://youtu.be/buqWChGiQfw?t=350,4. Grab non-UI object from VE,3D,accuracy,3-9,20+,no,medium,Peripersonal,both,random,Environment,both,heavy,Grasp,yes,yes,yes,-10.561807,-17.396357,Green
Drop Dead: Dual Strike Edition,https://youtu.be/7Eg44oVjOwA?t=85 ,1. Shooting at enemies ,3D,accuracy,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,both,minimal,Shoot,no,yes,yes,13.309919,-9.363393,Gold
Drop Dead: Dual Strike Edition,https://youtu.be/7Eg44oVjOwA?t=126 ,2. Hitting enemies with melee weapons,3D,equal,1-2,3-9,no,large,Peripersonal,both,random,Environment,both,minimal,Cross,no,yes,yes,-38.88729,-10.02109,Chocolate
Drop Dead: Dual Strike Edition,https://youtu.be/7Eg44oVjOwA?t=220 ,3. Selecting far objects in the VE,3D,accuracy,1-2,3-9,yes,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-5.946261,35.217377,Red
Drop Dead: Dual Strike Edition,https://youtu.be/7Eg44oVjOwA?t=314 ,"4. Select an area of the body to hover over to consume something, for example hover over the mouth of the avatar with a drinking can to consume it",3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Head,center,none,Hover,no,yes,no,-12.837192,4.4685397,DarkTurquoise
Drop Dead: Dual Strike Edition,https://youtu.be/7Eg44oVjOwA?si=zKhOp7e3cWvZS0dW&t=409,5. Throw objects in VE either towards enemies or on the ground,3D,speed,1-2,3-9,no,large,Extrapersonal,both,random,Environment,both,minimal,Throw,no,yes,yes,36.605526,15.194457,DeepSkyBlue
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?si=y41ReQrEtOxAG6BG&t=80 ,1. Grasp objects directly from the VE,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,center,none,Grasp,yes,yes,yes,-19.913067,-18.811312,Green
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=101 ,2. Grasp far objects from the VE ,3D,accuracy,10-19,20+,yes,small,Extrapersonal,static,random,Environment,both,none,Point,yes,yes,yes,-6.632249,35.131905,Red
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?si=h3PWsgjk8hXy8byg&t=386 ,3. Throw away objects to a specific area in VE,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Throw,no,yes,yes,35.846085,12.571603,DeepSkyBlue
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?si=WXK7kRv3jjeqaISa&t=335,5. Select from UI using pointing,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,yes,7.481437,16.383327,Red
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=705 ,7. Cut vegetables and food,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Cross,no,yes,yes,-35.994175,-8.671796,Chocolate
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=787 ,8. Selection from an on-hand UI ,2D,accuracy,10-19,10-19,yes,small,On-body,static,list,Hand,center,none,Point,yes,yes,no,8.731534,36.011494,Red
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=783 ,9. Selection of a state for the on-hand UI using a slider,2D,accuracy,3-9,3-9,yes,small,On-body,static,grid,Hand,center,none,Manipulate-to-select,no,yes,no,-11.660219,16.25643,MediumPurple
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=836 ,10. Hover an object over another object for a specific task,3D,speed,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Hover,no,yes,yes,-13.285807,0.784951,DarkTurquoise
Cooking Simulator VR,https://youtu.be/N4Rj-ka9RRk?t=1029 ,12. Selection of 3D button,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Press Virtual Button,no,yes,yes,4.882696,-36.835896,LimeGreen
