app,date,platform,link,scenario,ui,speed,num,max_num,unique,shape,size,distance,static,arrangement,rf,direction,occlusion,is_mechanic,selection_technique,hover,feedback,locomotion,X,Y,color
Batman: Arkham VR,April 2017,Steam; Oculus; PSVR,https://youtu.be/g0zBx1KiUU0?t=2401,13. Select targets by hovering with gaze,no,speed,3-9,3-9,no,avatar,medium,extrapersonal,static,random,env,center,heavy,no,point,yes,no,no,31.9358,2.8518443,green
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=4 ,1. Selecting from a  UI at a distance ,yes,accuracy,3-9,3-9,yes,"text, icons, UI buttons, etc",small,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,26.099657,-3.883369,green
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=72 ,2. Select an item or object from the hip area on body,no,accuracy,1-2,1-2,yes,"weapon, tool, hammer, etc.",medium,on-body,static,random,body,periphery,none,yes,grasp,yes,yes,no,-29.576078,-9.290415,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=83 ,"3. Select an item or object from the body of the user, large weapon from the back, flashlight from the left of the front body, journal from the right, etc.",no,accuracy,1-2,1-2,yes,"weapon, book, flashlight, hammer, etc.",medium,on-body,static,grid,body,periphery,minimal,yes,grasp,no,yes,no,-14.031357,-10.807688,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=111 ,4. Selecting items from a backpack inventory ,yes,accuracy,3-9,10-19,yes,"food, ammunation, medical supplies, keys, weapons, tools, small devices/portable machines, etc.",small,on-body,static,grid,hand,center,minimal,yes,grasp,yes,yes,no,5.222648,-26.823027,blue
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=123 ,5. Hover over an area on the body to apply medication/medical tape,no,accuracy,1-2,1-2,yes,"body part, arm mainly, etc.",medium,on-body,static,random,hand,both,none,yes,hover,yes,yes,no,-30.485186,-0.8219592,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=140 ,6. Selecting from a on-hand journal book UI,yes,accuracy,3-9,3-9,yes,"text, icons, checkboxes, etc.",small,on-body,static,grid,hand,center,none,yes,touch,yes,yes,no,-0.067921616,52.167107,yellow
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=1148 ,8. Grasp objects from the environment or knobs for doors/shelves/closets etc,no,equal,1-2,10-19,no,"ammunation, weapons, hammer, tools, keys, lighter, etc.",small,peripersonal,static,random,env,center,none,yes,grasp,yes,yes,yes,-19.132973,-10.204355,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=2543 ,10. Destroying obstacles and eliminating enemies by cross selection,no,equal,1-2,1-2,yes,"zombies, obstacles, cables, barriers, etc",large,peripersonal,both,random,env,center,none,yes,cross,no,yes,yes,-25.082014,-17.43767,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=2637 ,11. Select an object to grab through to climb,no,accuracy,1-2,1-2,no,"plank, bricks, pipes, etc",medium,peripersonal,static,random,env,center,none,yes,grasp,no,yes,yes,-22.260754,-11.653081,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=112 ,"12. Hovering over part of the body to consume food or such, for example hovering over the mouth/heaad to eat food.",no,accuracy,1-2,1-2,yes,"avatar, mouth, etc.",medium,on-body,static,random,head,center,none,yes,hover,no,yes,yes,-32.873493,-0.05343685,grey
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=4141 ,"13. Selecting a slot in an inventory, backpack or wall hanger for example, to place an item ",no,accuracy,3-9,10-19,no,"spot in backpack inventury, circular spot",small,on-body,static,grid,hand,center,none,yes,manipulate,yes,yes,yes,16.966888,-7.7197604,green
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=4177 ,"14. Drop an item at a target location (i.e. trash can, or hanger)",no,accuracy,1-2,1-2,yes,"trashcan, bin, hanger on a wall, etc.",medium,peripersonal,static,random,env,center,none,yes,throw,yes,yes,yes,-12.700179,39.64484,red
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=4719 ,"15. Pressing buttons to input a password, or pushing ammo into revolver reloading spots, etc.",yes,accuracy,3-9,10-19,yes,"digit numerical keys, password input keys, etc.",small,peripersonal,static,grid,env,center,none,yes,push,yes,yes,yes,14.869396,-11.35258,green
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=18551 ,16. Aim at a target and shoot,no,equal,1-2,3-9,yes,"bow target, zombies,  human enemies, etc.",large,extrapersonal,both,random,env,center,minimal,yes,shoot,no,yes,yes,5.7932615,21.625898,brown
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?t=9344 ,17. Grasping some objects from the VE at a mid range distance,no,accuracy,1-2,3-9,yes,"ammunation, weapons, tools, flashlight, etc.",medium,extrapersonal,static,random,env,both,minimal,yes,point,yes,yes,yes,6.6117063,12.271378,brown
The Walking Dead: Saints & Sinners,January 2020,Steam; Oculus; PSVR,https://youtu.be/r8hbTzWcE_w?si=2F7FGxVvEINPr_fO&t=19737,18. Rotating a knob on radio after to select channel,no,accuracy,1-2,3-9,yes,"radio rotating buttons, sliders, etc.",small,peripersonal,static,random,env,center,none,yes,manipulate,yes,yes,yes,2.3052776,5.9173203,orange
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=115,1. Grabbing ammo at mid-range distance,no,equal,3-9,3-9,no,ammo,small,extrapersonal,static,grid,env,both,minimal,no,point,yes,yes,yes,24.966557,-0.19667302,green
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=130,2. Grabbing gear from a hip pouch,no,equal,3-9,3-9,yes,"ammo, grenades",small,on-body,static,circular,body,periphery,heavy,yes,grasp,yes,yes,no,7.359135,-20.75875,blue
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=125,3. Taking out a rifle from above the right shoulder,no,equal,1-2,1-2,yes,weapon,large,on-body,static,random,body,periphery,heavy,yes,grasp,no,yes,no,-33.370678,-10.463318,grey
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=133,4. Pushing ammo into the chamber,no,equal,1-2,1-2,yes,weapon part,small,on-body,moving,random,hand,periphery,minimal,yes,push,yes,yes,no,-19.239246,10.3928585,pink
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=240,5. Shooting at enemy avatars,no,accuracy,3-9,3-9,no,avatar,medium,extrapersonal,both,random,env,center,heavy,yes,shoot,no,yes,yes,35.343796,10.526597,brown
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=362,6. Directly grab ammo from environment,no,equal,3-9,3-9,no,ammo,small,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,12.694638,-34.022247,cyan
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/sb_Er-9A01E?t=102,7. Post-mission and scoreboard UI,yes,accuracy,3-9,3-9,yes,text,medium,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,27.146532,-4.4325523,green
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=571,8. Grasp and click to flip a page in a book-based UI,yes,accuracy,3-9,3-9,no,icon,small,on-body,moving,random,hand,both,none,no,grasp,yes,yes,no,18.24131,-27.65488,cyan
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=588,9. Click and hold (hover) to select a mission from the book UI,yes,accuracy,3-9,3-9,no,icon,small,on-body,moving,random,hand,both,none,no,hover,yes,yes,no,18.287546,-27.600037,cyan
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=756,10. Point and release to launch a projectile (grenade),no,equal,1-2,3-9,no,avatar,large,extrapersonal,both,random,env,center,heavy,yes,point,yes,yes,yes,5.4750886,16.670946,brown
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=801,11. Select another state though manipulating a switch to start the training sequence,no,accuracy,1-2,1-2,yes,switch,medium,peripersonal,static,random,env,both,none,yes,grasp,no,yes,yes,-23.092209,-11.382553,grey
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/ye59zBfkVI0?t=2462,12. Insert ammo into the shotgun by releasing it over it,no,speed,1-2,1-2,yes,weapon chamber,small,on-body,moving,random,hand,both,minimal,yes,manipulate,yes,yes,no,-27.782137,2.9278305,pink
Sniper Elite VR,July 2021,Steam; Oculus; PSVR,https://youtu.be/sb_Er-9A01E?t=21,13. Aiming with this pistol is more like pointing,no,accuracy,1-2,3-9,no,avatar,large,extrapersonal,both,random,env,center,heavy,yes,point,no,yes,yes,5.8548884,16.51113,brown
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=111 ,1. Select an enemy or area to shoot,no,equal,1-2,3-9,yes,"avatar, zombies",large,extrapersonal,both,random,env,center,minimal,yes,shoot,no,yes,yes,5.7938104,21.622667,brown
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=139 ,2. Grasp an item from the environment,no,accuracy,1-2,3-9,no,"ammunation, rope, torch, keys, weapons, etc.",small,peripersonal,static,random,env,center,none,yes,grasp,yes,yes,yes,-8.245022,-24.547207,orange
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?si=aC0axsZwflxuH-By&t=353,4. Click on a button to open the car trunk ,no,accuracy,1-2,1-2,yes,"car trunk button, rectangular handle/button, etc.",small,peripersonal,static,random,env,center,none,yes,touch,yes,yes,yes,-12.203791,40.977776,red
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=465 ,"5. Select an area of the body to apply clothing to it, for example, picking a hat and touching the head with it to wear it",no,accuracy,1-2,1-2,yes,"avatar, body parts, head, etc.",medium,on-body,static,random,head,center,none,yes,touch,no,yes,yes,-17.800535,43.578335,red
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=990 ,6. Grasp items from inventory on hip,no,accuracy,3-9,3-9,yes,"circular inventory for items, weapons, ammunation, keys, etc.",medium,on-body,static,circular,body,both,minimal,yes,grasp,yes,yes,yes,7.8043566,-22.7691,blue
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?si=Wl4CdzfyO4vioAub&t=676,"7. Select an area to look at to gain information  related to the the game, for example in this instance it is the road that the user needs to follow",yes,accuracy,1-2,1-2,yes,informational road pannel,large,extrapersonal,static,random,env,center,none,yes,point,yes,yes,yes,-15.133381,5.0133786,pink
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=1267 ,8. Touch an object to select it as target for inserting an item,no,accuracy,1-2,1-2,yes,"whole where you can insert a switch, whole to insert a key, etc.",small,peripersonal,static,random,env,center,none,yes,touch,yes,yes,yes,-12.203478,40.978218,red
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=1267,9. Manipulate the switch to change its state (while it is grasped),no,equal,1-2,1-2,yes,turning/sliding wheel,small,peripersonal,static,random,env,center,none,yes,manipulate,no,yes,yes,-24.029314,-2.719247,pink
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?si=H6dxklvczJkgbiB2&t=1485,10. Throw an object at an area or enemy,no,accuracy,1-2,3-9,yes,"wood wall obstacle, blocked path to the entry of a bridge, zombies, etc",large,extrapersonal,both,random,env,center,minimal,yes,throw,no,yes,yes,6.486291,23.11951,brown
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=1708 ,11. Touching close by items to directly add them to the inventory ,no,accuracy,1-2,3-9,yes,"keys, weapons, ammunation, etc.",small,peripersonal,static,random,env,both,none,yes,touch,yes,yes,yes,-0.8291006,38.077858,yellow
Arizona Sunshine,December 2016,Steam; Oculus; PSVR,https://youtu.be/nHJwDGUKq3A?t=5274 ,13. Aim at zombies with a machine gun,no,speed,3-9,10-19,no,"zombies, construction tools, bins, barriers, obstacles, barrels, etc.",large,extrapersonal,both,random,env,center,minimal,yes,point,no,yes,no,36.10246,7.0951777,brown
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=37,1. Push buttons in a gun range,no,equal,3-9,3-9,no,button,medium,peripersonal,static,grid,env,both,none,yes,push,no,yes,yes,17.875832,-14.299903,green
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=31,2. Select items from on-body slots,no,equal,3-9,3-9,yes,ammo,medium,on-body,static,circular,body,periphery,heavy,yes,grasp,no,yes,no,6.6697226,-20.600288,blue
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=48,3. Use ray to customize inventory in pop-up UI,yes,accuracy,20+,20+,yes,icons; text,medium,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,19.120152,3.922019,purple
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?si=D1_UuKuyGvO0v2iI&t=140,4. Throw basketball at the hoop,no,equal,1-2,1-2,no,hoop,small,extrapersonal,static,random,env,both,minimal,yes,throw,no,no,yes,-12.56048,33.773624,red
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=244,5. Aiming at enemy avatars,no,equal,1-2,3-9,no,avatar,large,extrapersonal,both,random,env,center,heavy,yes,shoot,no,no,yes,4.913658,19.796032,brown
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=371,6. Direct grab of objects in environment,no,equal,1-2,3-9,no,ball; weapons,medium,peripersonal,static,random,env,both,minimal,yes,grasp,no,yes,yes,-12.343612,-28.80623,orange
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?t=518,7. Plant the C4 while holding trigger in an area,no,speed,1-2,1-2,no,box,large,peripersonal,static,random,env,periphery,none,yes,hover,yes,yes,yes,-18.746513,-7.827407,grey
Contractors,December 2018,Steam; Oculus,https://youtu.be/ZvrZPVSuSDU?si=_bwiVA5YtHbQ86Fh&t=781,8. Grasp empty ammo mag on the weapon,no,speed,1-2,1-2,yes,ammunition,medium,on-body,moving,random,hand,both,minimal,yes,manipulate,no,yes,no,-28.121458,2.9086087,pink
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=47 ,"1. Grasp objects from the VE i.e pencil, notes, etc.",no,accuracy,1-2,3-9,yes,"pencil, paper notes, surgery tools, organs, etc.",small,peripersonal,static,random,env,center,none,yes,grasp,yes,yes,yes,-8.826822,-25.148777,orange
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?si=jUJUAEXqCs3CXc5a&t=43,"2. Push selected objects, such as a skeleton or pushing out objects from a patients body, etc.",no,accuracy,1-2,3-9,yes,"skeletonhand, other skeleton parts and objects in the VE",large,peripersonal,static,random,env,center,none,yes,push,yes,yes,yes,1.8656027,11.600108,brown
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=186,3. Select from a close by menu/task UI using touch ,yes,accuracy,10-19,10-19,yes,"UI buttons, circular flat buttons, icons, text, etc.",small,peripersonal,static,grid,env,center,none,no,push,no,yes,yes,8.668465,-4.0037208,purple
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=189 ,4. Hover over the start button to load the selected level/task,yes,accuracy,1-2,1-2,yes,"UI buttons, text, icons, circular/capsule buttons, etc. ",small,peripersonal,static,list,env,center,none,no,hover,no,yes,yes,-24.44041,-8.248023,grey
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=239 ,6. Drop/Throw a sergical object or other VE grabbable objects away,no,accuracy,1-2,3-9,yes,"Surgical sanitized platter, surgical room table, other areas and surfaces in the surgery room, etc. ",medium,extrapersonal,static,random,env,both,none,yes,throw,no,yes,yes,2.712431,26.796396,brown
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=813 ,8. Hover with a dental tool over the teeth to be removed,no,equal,3-9,10-19,yes,teeth of the patient,small,peripersonal,static,circular,env,center,minimal,yes,hover,no,yes,yes,4.5531178,-24.08985,blue
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=1400 ,10. Push a button to turn on or off medical tools or change their shape,no,accuracy,1-2,1-2,yes,button on surgical device/pen,small,on-body,static,random,hand,center,none,yes,push,no,yes,yes,-20.783121,9.410638,pink
Surgineer,October 2022,Oculus,https://youtu.be/FkDO5NMOcyA?t=2308 ,11. Pointin to an object using a machine with a ray to select it,no,accuracy,3-9,3-9,yes,"organs, body parts, etc",medium,extrapersonal,static,random,env,center,heavy,yes,point,yes,yes,no,32.994137,2.2500184,green
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=113,"1. On a UI attached to left hand, touch a button to agree to terms",yes,accuracy,1-2,1-2,yes,button,small,on-body,moving,random,hand,both,none,no,touch,no,yes,no,-13.951979,44.095776,red
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=138,2. Touch a screen-based UI to select an item,yes,accuracy,3-9,3-9,yes,image,medium,peripersonal,static,grid,env,center,none,no,touch,yes,yes,yes,0.40315294,50.317883,yellow
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=958,3. Press a button in front to continue,no,accuracy,1-2,1-2,no,button,medium,peripersonal,static,random,env,both,none,yes,push,no,yes,yes,-24.738974,10.922887,pink
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=162,4. Direct grab of objects in the environment,no,equal,3-9,3-9,yes,cup,medium,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,14.216049,-34.785763,cyan
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=200,5. Touch buttons to flip between cameras,no,accuracy,10-19,10-19,yes,button,small,peripersonal,static,grid,env,both,heavy,yes,touch,no,yes,yes,-3.166081,45.908176,yellow
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=508,6. Eat by touching head collider with food,no,speed,1-2,1-2,yes,head,large,on-body,static,random,head,both,none,yes,manipulate,no,yes,no,-29.15335,2.6987252,pink
Five Nights at Freddy's: Help Wanted,May 2019,Steam; Oculus; PSVR,https://youtu.be/TGLPWGedIrQ?t=9137,8. Insert foxy's fuses into slots on body,no,accuracy,3-9,3-9,yes,slot,small,peripersonal,moving,random,env,center,minimal,yes,manipulate,yes,yes,yes,20.805977,-22.598593,cyan
